"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","[1]   CL (L/d)","[2,3] V1  (L)","V2","Q","CLADA","V1ALB1","IIV CL","IIV V1","EPS(1), proportional","EPS(2)","se[1]   CL (L/d)","se[2,3] V1  (L)","seV2","seQ","seCLADA","seV1ALB1","seIIV CL","seIIV V1","seEPS(1), proportional","seEPS(2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
132,1,1,0,0,0,0,0,0,1,1,1,0,NA,NA,FOCE_I,NA,1981.46,0,10488.675294164723,1.49174,4.53163,0.19179,2.09896,4.50564,-0.127158,0.497142,0.304244,0.292454,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,1585.68,0,9491.5960132630044,1.57861,4.91053,0.202905,2.1962,5.76398,-0.120009,0.567373,0.346292,0.292521,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,1460.33,0,9695.2794199459750,1.46448,4.85858,0.201991,1.94255,3.01611,-0.124256,0.577172,0.363455,0.306412,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1,1,0,0,0,0,0,1,0,0,1,0,2.4,NA,FOCE_I,NA,3034.36,0,10852.875949170713,1.55483,4.70409,0.106345,1.66678,3.77416,-0.134865,0.646541,0.320479,0.291055,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,1976.01,0,9866.7077474890430,1.42517,4.57536,0.22247,2.05501,4.18898,-0.125414,0.611758,0.382669,0.299905,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,1074.19,0,10976.449070250299,1.2718,4.58131,0.212161,2.04948,4.38438,-0.126979,0.598843,0.452502,0.280893,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,1235.23,0,11795.223231435599,1.37551,4.64732,0.214427,2.02785,6.4502,-0.127669,0.53824,0.418896,0.294234,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1237.95,0,11452.072480851604,1.27817,4.36041,0.206624,2.04412,7.86708,-0.129191,0.613491,0.377353,0.288778,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1,1,0,0,0,0,1,0,8,3,0,0,NA,NA,FOCE_I,NA,3976.32,0,11080.978731919056,1.41223,4.2649,0.32761,1.87055,2.87274,-0.139871,0.595958,0.378224,0.290549,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1465.07,0,10107.664072740370,1.53399,5.0953,0.180194,1.92463,6.46463,-0.127667,0.53572,0.307617,0.290734,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,1612.91,0,11028.981250409795,1.38778,5.2823,0.240387,2.22769,3.77331,-0.126665,0.493306,0.309246,0.274709,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,3865.52,0,10815.559438917091,1.32941,4.0916,0.438532,2.77411,4.38373,-0.126086,0.581994,0.425086,0.283315,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1,1,0,0,0,0,0,0,0,0,2,0,NA,NA,FOCE_I,NA,6045.82,0,11476.239585012998,1.18496,4.10454,0.597152,3.35706,4.53949,-0.12091,0.603922,0.41144,0.294108,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,2684.32,0,9308.8420452177124,1.60872,5.31734,0.0294792,0.583658,3.79095,-0.119079,0.567094,0.37556,0.304041,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1,1,0,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,NA,2718.83,0,10431.757850684782,1.48206,4.90587,0.209343,1.63865,7.2938,-0.123808,0.451244,0.324833,0.274287,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1,1,0,0,0,0,0,0,1,1,0,0,NA,NA,FOCE_I,NA,2543.89,0,11114.285715357808,1.26766,4.73351,0.224384,2.31207,3.75909,-0.128668,0.511316,0.382796,0.288009,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1,1,0,0,0,0,0,1,0,0,0,0,1.7,NA,FOCE_I,NA,1071.69,0,10754.133842054856,1.33202,4.5051,0.254266,1.61952,4.58542,-0.12609,0.503596,0.41653,0.273207,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,2729.18,0,9470.9445888399205,1.36556,5.06518,0.0522871,1.3781,3.79249,-0.125671,0.622743,0.422784,0.291932,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,2229.13,0,8741.1455146655589,1.58282,4.66347,0.0641142,1.59698,4.51408,-0.138495,0.457307,0.380314,0.297048,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,613.67,0,11258.728960272643,1.24683,4.65964,0.195181,2.03102,5.80818,-0.128138,0.482588,0.294159,0.282577,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1933.03,0,11008.489520195419,1.33279,4.35359,0.437566,2.58475,6.07712,-0.126668,0.7557,0.480432,0.297001,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,1,1,0,0,0,0,0,1,0,0,0,0,1.2,NA,FOCE_I,NA,2168.4,0,9884.5663439615637,1.51878,4.81953,0.134352,1.57241,6.18307,-0.137097,0.47303,0.392552,0.29334,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,644.88,0,9113.9572543840895,1.40913,4.68456,0.220708,2.06235,5.77742,-0.127749,0.540575,0.5327,0.276711,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,1,0,0,0,0,1,1,4,1,0,0,NA,NA,FOCE_I,NA,2863.04,0,11798.695361803493,1.32448,4.3046,0.509654,3.04925,1.75434,-0.139871,0.623263,0.486637,0.279113,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1,1,0,1,0,0,1,0,2,1,0,0,3.7,NA,FOCE_I,NA,2240.16,0,10648.797391577144,1.44294,4.2719,0.202322,1.81588,1.31965,-0.139871,0.536205,0.397341,0.294537,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,1919.46,0,9697.3596878806075,1.58647,4.64858,0.202149,2.41713,6.29866,-0.131455,0.550739,0.279595,0.284897,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,1,1,0,0,0,0,0,1,0,0,1,0,2.5,NA,FOCE_I,NA,7387.66,0,11746.644121951171,1.27078,4.33737,0.375167,1.97255,1.77747,-0.127455,0.683772,0.398112,0.284456,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,813.6,0,11072.760070660401,1.33495,4.81719,0.21151,2.08061,5.93337,-0.128078,0.54563,0.396157,0.281788,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,1,0,1,0,0,0,0,0,0,1,0,3.6,NA,FOCE_I,NA,1383.68,0,10833.900976567631,1.53786,4.76747,0.117555,2.3355,1.53152,-0.131707,0.678499,0.368729,0.29388,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,2418.8,0,12659.836471396817,1.15748,4.45456,0.204558,2.03633,3.9346,-0.111448,0.66928,0.388415,0.291331,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,4582.13,0,11460.671902331587,1.33872,4.97388,0.345903,1.9573,1.62688,-0.115891,0.705567,0.399127,0.280664,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2122.64,0,9861.1247253129204,1.465,4.6608,0.24778,1.99269,6.92165,-0.123722,0.586889,0.392464,0.295368,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,1,1,0,0,0,0,1,1,13,2,0,0,NA,NA,FOCE_I,NA,3077.66,0,11322.277631750576,1.31796,4.14384,0.502476,4.14496,7.9778,-0.139871,0.57353,0.435454,0.275955,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1,1,0,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,NA,1267.98,0,11192.806651709492,1.35268,4.7252,0.223049,2.13282,6.35004,-0.12885,0.531413,0.419606,0.28228,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1,1,0,0,0,0,0,1,0,0,1,0,0.8,NA,FOCE_I,NA,2278.58,0,10519.255399592108,1.4775,4.8313,0.234467,2.01962,7.91117,-0.12847,0.68474,0.401467,0.298123,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1,1,0,0,0,0,0,0,1,1,0,0,NA,NA,FOCE_I,NA,1258.37,0,10238.148810140276,1.35725,4.1,0.193285,2.2245,6.33438,-0.135611,0.53185,0.339113,0.287885,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1,1,0,0,0,0,0,1,0,0,0,0,2,NA,FOCE_I,NA,812.5,0,12206.334827197676,1.27989,4.46462,0.210427,1.93641,6.95354,-0.127778,0.662301,0.35212,0.278736,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1818.2,0,11664.738653418788,1.29208,4.52284,0.157851,1.58271,3.62754,-0.137381,0.628465,0.413012,0.285878,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,1475.58,0,9950.6558926319267,1.47702,5.25599,0.167784,2.63398,7.13536,-0.124647,0.555325,0.366566,0.287346,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1709.52,0,10558.466263546688,1.36657,4.48229,0.206627,2.10525,6.7792,-0.126782,0.661077,0.370447,0.29691,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,1594.7,0,10885.955775258521,1.37701,4.37158,0.14352,2.09372,1.53568,-0.129976,0.523673,0.372813,0.294428,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,1,0,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,NA,1455.04,0,10142.707869733153,1.39607,4.64335,0.211637,1.93611,6.19658,-0.122936,0.551821,0.310663,0.272228,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,1714.68,0,10477.945463452863,1.59068,5.58193,0.115045,0.931776,1.35723,-0.126491,0.672582,0.474766,0.310406,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,1,1,0,0,0,0,1,1,5,1,0,0,NA,NA,FOCE_I,NA,2653.65,0,10558.779872584877,1.36501,4.9097,0.158466,1.04067,6.79039,-0.139871,0.521534,0.350373,0.271312,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,4670.96,0,11263.604725616909,1.33524,4.43323,0.170699,2.22179,3.65699,-0.139538,0.543226,0.334901,0.288555,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,2139.05,0,9911.0161929445785,1.64243,4.88713,0.0452831,1.72557,3.54473,-0.13268,0.560729,0.34141,0.292224,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,1,1,0,0,0,0,1,1,2,1,0,0,NA,NA,FOCE_I,NA,2191.56,0,11902.249429073439,1.25942,3.98757,0.514983,2.67044,7.24571,-0.139871,0.601311,0.391163,0.27907,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,1,1,0,0,0,0,0,1,0,0,0,0,2.2,NA,FOCE_I,NA,940.69,0,11529.050031339599,1.27704,4.44335,0.153619,1.62629,3.42105,-0.137674,0.652807,0.39465,0.298939,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1,1,0,0,0,0,0,1,1,0,0,0,1.5,NA,FOCE_I,NA,5058.94,0,11086.854718656912,1.4108,4.56401,0.161378,1.18243,4.54955,-0.13987,0.543906,0.441884,0.276996,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,992.34,0,11407.186070500675,1.33073,5.04876,0.265941,2.19792,4.73529,-0.117848,0.5735,0.38949,0.282984,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,1,1,0,0,0,0,0,1,0,0,1,0,2.5,NA,FOCE_I,NA,2181.21,0,10124.918619589565,1.35954,4.99808,0.207219,2.02364,6.60387,-0.125769,0.610106,0.31493,0.288727,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1308.55,0,11050.733317619362,1.40731,4.7789,0.22437,2.09376,6.181,-0.127481,0.535006,0.41882,0.267734,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1413.61,0,10824.221795476702,1.27384,4.54956,0.216867,1.91889,6.80372,-0.125054,0.687117,0.331676,0.276632,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,1,1,0,0,0,0,1,1,7,1,3,0,NA,NA,FOCE_I,NA,4130.07,0,10149.183186281853,1.52263,4.51124,0.119044,0.808094,0.950182,-0.139871,0.512793,0.424272,0.302694,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,1586.35,0,8967.8676093553422,1.69139,4.88141,0.199088,2.38041,6.07534,-0.129749,0.603817,0.338994,0.293789,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1713.07,0,11299.483123303031,1.43454,4.44414,0.323271,2.76651,3.70224,-0.139313,0.587627,0.393525,0.290216,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,2150.38,0,11753.188185708437,1.36521,4.85797,0.476298,4.61129,1.16159,-0.139617,0.562712,0.412822,0.272891,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,2662.27,0,12293.300161633608,1.3393,5.14489,0.294419,1.95143,2.87406,-0.139179,0.47083,0.407677,0.270394,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1,1,0,0,0,0,0,1,0,0,1,0,1.9,NA,FOCE_I,NA,1910.41,0,9323.6156577218389,1.47632,4.98299,0.204818,2.65376,2.73607,-0.125578,0.560714,0.51622,0.304946,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,2599,0,11031.487900611548,1.2871,4.17766,0.192312,1.38712,2.45217,-0.127139,0.513393,0.401488,0.291383,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,1,0,0,0,0,1,1,9,1,1,0,NA,NA,FOCE_I,NA,5503.87,0,10259.802884805917,1.52283,4.87582,0.175298,1.13782,1.41449,-0.139871,0.603125,0.503891,0.275679,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,4219.24,0,11102.704879194103,1.31439,3.90056,0.733758,4.29388,7.16989,-0.115541,0.76939,0.368605,0.284301,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,1266.18,0,10959.608662688384,1.29958,5.00488,0.202459,2.23965,4.26593,-0.129024,0.550176,0.34624,0.291594,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,3135.72,0,8696.4108544236442,1.69527,4.80051,0.140937,1.94947,6.6402,-0.137366,0.529537,0.300084,0.302554,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1683.66,0,10805.521712406109,1.40934,4.76719,0.198245,2.56836,6.2254,-0.135536,0.597375,0.317402,0.302788,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1,1,0,0,0,0,0,1,0,0,0,0,2.1,NA,FOCE_I,NA,2149.89,0,11485.257877260407,1.28807,4.88043,0.240807,2.09322,2.63626,-0.125595,0.680117,0.435972,0.299508,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,843.37,0,8006.7352496229796,1.70509,4.61893,0.0862895,1.98182,5.53247,-0.136014,0.59318,0.22644,0.322582,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,1,1,0,0,0,0,0,1,0,0,0,0,1.7,NA,FOCE_I,NA,1819.99,0,10958.937902092410,1.27254,4.73722,0.197911,1.85768,4.2809,-0.139715,0.604179,0.353128,0.285914,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,4533.09,0,10824.795501161099,1.32245,4.0546,0.523205,3.19329,4.73245,-0.123712,0.592526,0.403019,0.292778,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
